match_id,tournament_id,tournament_name,league_band,scheduled_start_utc,scheduled_start_mountain,scheduled_start_prague,official_status,normalized_status,player_1_id,player_1_name,player_2_id,player_2_name,player_1_sets,player_2_sets,winner_player_id,winner_player_name,set_scores,completed_at_utc,calculated_finish_utc,calculated_finish_method,first_seen_at_utc,last_changed_at_utc,source_snapshot_id,source,data_quality,content_hash
150296,17979,Tournament A12. league 900-1000,,2024-06-26T00:00:00+00:00,2024-06-25T18:00:00-06:00,2024-06-26T02:00:00+02:00,3,COMPLETED,1324,Ondrej Svacha,879,Jiri Ruzicka,3,1,1324,Ondrej Svacha,,,2024-06-26T00:19:56+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,25c680be2f482ce7e5fa70949a7d4c06e7746f783e5d58e0fc32f3b76b896377
150330,17984,Tournament A14. league 600-700,,2024-06-26T00:00:00+00:00,2024-06-25T18:00:00-06:00,2024-06-26T02:00:00+02:00,3,COMPLETED,950,Jan Varcl,805,Ondrej Kucirek,2,3,805,Ondrej Kucirek,,,2024-06-26T00:23:52+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,f7acdaa8b3e1d12408d67cc0316b08e7a2201557499601e6978cc262d81293fc
150297,17979,Tournament A12. league 900-1000,,2024-06-26T00:30:00+00:00,2024-06-25T18:30:00-06:00,2024-06-26T02:30:00+02:00,3,COMPLETED,809,Michal Regner,930,Michal Zahradka,2,3,930,Michal Zahradka,,,2024-06-26T00:52:06+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,90ae4f41d7492364b1002934af85f2a883f6b881780cd8c2a9c9872b57ebf335
150331,17984,Tournament A14. league 600-700,,2024-06-26T00:30:00+00:00,2024-06-25T18:30:00-06:00,2024-06-26T02:30:00+02:00,3,COMPLETED,1600,Michal Vondrak,1377,Mihail Trinta,1,3,1377,Mihail Trinta,,,2024-06-26T00:48:43+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,230c4b15597808b0472246bf19bbea906a0bf8c5b7fc7b27f4c97c4d2ab959a2
150298,17979,Tournament A12. league 900-1000,,2024-06-26T01:00:00+00:00,2024-06-25T19:00:00-06:00,2024-06-26T03:00:00+02:00,3,COMPLETED,879,Jiri Ruzicka,1141,Rostyslav Kliuchuk,3,0,879,Jiri Ruzicka,,,2024-06-26T01:11:03+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,723043803d6f280bb3233769b71bf30577856b31417f8fc50682f2d0a921345e
150332,17984,Tournament A14. league 600-700,,2024-06-26T01:00:00+00:00,2024-06-25T19:00:00-06:00,2024-06-26T03:00:00+02:00,3,COMPLETED,805,Ondrej Kucirek,812,Rostislav Hasmanda,0,3,812,Rostislav Hasmanda,,,2024-06-26T01:16:22+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,a80aaae88211ea7a58459cbd67d755a7e99905117fb8d8490997ffcba0de3db7
150299,17979,Tournament A12. league 900-1000,,2024-06-26T01:30:00+00:00,2024-06-25T19:30:00-06:00,2024-06-26T03:30:00+02:00,3,COMPLETED,930,Michal Zahradka,1324,Ondrej Svacha,3,2,930,Michal Zahradka,,,2024-06-26T01:52:59+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,e6c8d5423f842cb1f1cfebf0d68ca39ad8415de5486f0909536e5fabffa10a7b
150333,17984,Tournament A14. league 600-700,,2024-06-26T01:30:00+00:00,2024-06-25T19:30:00-06:00,2024-06-26T03:30:00+02:00,3,COMPLETED,1377,Mihail Trinta,950,Jan Varcl,1,3,950,Jan Varcl,,,2024-06-26T01:50:58+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,e943babb8e9b7f94df7b69e1e53d5e6f3e1faaf34c5f13e9e28dc1649080d711
150300,17979,Tournament A12. league 900-1000,,2024-06-26T02:00:00+00:00,2024-06-25T20:00:00-06:00,2024-06-26T04:00:00+02:00,3,COMPLETED,879,Jiri Ruzicka,809,Michal Regner,0,3,809,Michal Regner,,,2024-06-26T02:11:59+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,6b492a57fb8b2fd9cdbb6492b64681c55160a1de4991471d2e34cd6418c37061
150334,17984,Tournament A14. league 600-700,,2024-06-26T02:00:00+00:00,2024-06-25T20:00:00-06:00,2024-06-26T04:00:00+02:00,3,COMPLETED,805,Ondrej Kucirek,1600,Michal Vondrak,3,1,805,Ondrej Kucirek,,,2024-06-26T02:19:26+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:27:42.266799+00:00,2026-08-15T13:27:42.266799+00:00,63b56ce2d2c60384eb78185a9b8fcaaa7dd4222c0d88ab5f6b89d85054f8d7ea,api.league-pro.com,OK,b37833c4c6b3d474d713fdccbad1d8b403e6720dd6409ebe19fcbba0f909d79a
