match_id,tournament_id,tournament_name,league_band,scheduled_start_utc,scheduled_start_mountain,scheduled_start_prague,official_status,normalized_status,player_1_id,player_1_name,player_2_id,player_2_name,player_1_sets,player_2_sets,winner_player_id,winner_player_name,set_scores,completed_at_utc,calculated_finish_utc,calculated_finish_method,first_seen_at_utc,last_changed_at_utc,source_snapshot_id,source,data_quality,content_hash
26175,3272,Tournament A12,,2022-03-31T00:00:00+00:00,2022-03-30T18:00:00-06:00,2022-03-31T02:00:00+02:00,3,COMPLETED,867,Ondrej Pastorek,934,Jiri Plachy,3,1,867,Ondrej Pastorek,,,2022-03-31T00:17:28+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,a4937ac24f60bec6e549737e4514100b57777340d31b435aa748c05e3c907136
26176,3272,Tournament A12,,2022-03-31T00:30:00+00:00,2022-03-30T18:30:00-06:00,2022-03-31T02:30:00+02:00,3,COMPLETED,942,Jaroslav Strnad,886,Vaclav Hruska,0,3,886,Vaclav Hruska,,,2022-03-31T00:41:29+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,65446b907fc9ba2ad8196e789db978b1eb4af0211149ba2c2ea1489d2e6561c7
26177,3272,Tournament A12,,2022-03-31T01:00:00+00:00,2022-03-30T19:00:00-06:00,2022-03-31T03:00:00+02:00,3,COMPLETED,934,Jiri Plachy,762,Jakub Vrabec,1,3,762,Jakub Vrabec,,,2022-03-31T01:21:24+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,17f2820706d3c44b8281f48e1fb8133fa1ecb03136eef92bf1b299c011605d2e
26178,3272,Tournament A12,,2022-03-31T01:30:00+00:00,2022-03-30T19:30:00-06:00,2022-03-31T03:30:00+02:00,3,COMPLETED,886,Vaclav Hruska,867,Ondrej Pastorek,3,1,886,Vaclav Hruska,,,2022-03-31T01:52:20+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,b4aa28980378c6d3473d4f9bdc20aa822fa6f52a4c1be024da012341e8be802e
26179,3272,Tournament A12,,2022-03-31T02:00:00+00:00,2022-03-30T20:00:00-06:00,2022-03-31T04:00:00+02:00,3,COMPLETED,934,Jiri Plachy,942,Jaroslav Strnad,3,1,934,Jiri Plachy,,,2022-03-31T02:20:46+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,e1293a3340db0ea96c2ba2d07ebfde8c8b94edb9d589789087b6eb13d1e3fd11
26180,3272,Tournament A12,,2022-03-31T02:30:00+00:00,2022-03-30T20:30:00-06:00,2022-03-31T04:30:00+02:00,3,COMPLETED,867,Ondrej Pastorek,762,Jakub Vrabec,3,1,867,Ondrej Pastorek,,,2022-03-31T02:49:52+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,a2a2542b90313110ac8d9ddadb2b386b71ddb1b9552d74be312910c4a93e8756
26409,3272,Tournament A12,,2022-03-31T03:00:00+00:00,2022-03-30T21:00:00-06:00,2022-03-31T05:00:00+02:00,3,COMPLETED,762,Jakub Vrabec,934,Jiri Plachy,3,1,762,Jakub Vrabec,,,2022-03-31T03:16:18+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,2dee8639a28cebe37bc680172fa8325ef36964b4df09f4591b4b0a0294f88e97
26410,3272,Tournament A12,,2022-03-31T03:30:00+00:00,2022-03-30T21:30:00-06:00,2022-03-31T05:30:00+02:00,3,COMPLETED,867,Ondrej Pastorek,886,Vaclav Hruska,2,3,886,Vaclav Hruska,,,2022-03-31T04:06:24+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,3fd26aef747950916d144dd8bc96bb8289378527dfc432f059911854982acc0f
26285,3285,Tournament A12,,2022-03-31T06:00:00+00:00,2022-03-31T00:00:00-06:00,2022-03-31T08:00:00+02:00,3,COMPLETED,885,Denis Hofman,879,Jiri Ruzicka,3,1,885,Denis Hofman,,,2022-03-31T06:24:28+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,b0ab73c8bd5440a48f72d49f0f9d007a34280b44cbcdc4e5ed5b810d72627497
26319,3290,Tournament A14,,2022-03-31T06:00:00+00:00,2022-03-31T00:00:00-06:00,2022-03-31T08:00:00+02:00,3,COMPLETED,781,Jiri Pozarsky,793,Adam Barbora,3,0,781,Jiri Pozarsky,,,2022-03-31T06:13:43+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T04:56:44.138638+00:00,2026-08-15T04:56:44.138638+00:00,4c02ea0b72b7975abddf2135a80ee6775b8ad96b658cc7feba29164f09f51829,api.league-pro.com,OK,6df7e9b96e2b297482f5e37dbedf2f133732e79bffd0e1604997e834c57fc41a
