match_id,tournament_id,tournament_name,league_band,scheduled_start_utc,scheduled_start_mountain,scheduled_start_prague,official_status,normalized_status,player_1_id,player_1_name,player_2_id,player_2_name,player_1_sets,player_2_sets,winner_player_id,winner_player_name,set_scores,completed_at_utc,calculated_finish_utc,calculated_finish_method,first_seen_at_utc,last_changed_at_utc,source_snapshot_id,source,data_quality,content_hash
210418,25038,Tournament A14. league 500-550,,2025-05-13T00:00:12.202000+00:00,2025-05-12T18:00:12.202000-06:00,2025-05-13T02:00:12.202000+02:00,3,COMPLETED,942,Jaroslav Strnad,886,Vaclav Hruska,3,2,942,Jaroslav Strnad,,,2025-05-13T00:27:20.626000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,efa4302e5fd25d2e983baae14739ecfb542017777cc9407e83fcd2717e4b3e5e
212178,25238,Tournament A17. league 600-700,,2025-05-13T00:00:13.124000+00:00,2025-05-12T18:00:13.124000-06:00,2025-05-13T02:00:13.124000+02:00,3,COMPLETED,1690,Alexander Mikuska,1434,Frantisek Briza,0,3,1434,Frantisek Briza,,,2025-05-13T00:13:32.122000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,dd48522f1feb42951de8eccf45e600f32761c011d2a9f45ffb06c69f1873f52f
207378,24678,Tournament A12. league 1000-1100,,2025-05-13T00:07:23.290000+00:00,2025-05-12T18:07:23.290000-06:00,2025-05-13T02:07:23.290000+02:00,3,COMPLETED,771,Zdenek Bilek,996,Tadeas Zika,1,3,996,Tadeas Zika,,,2025-05-13T00:26:14.503000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,f77adeaca79338b03b141232335dcf587eac83217335efe32b3d3ce23b0ee5ee
210419,25038,Tournament A14. league 500-550,,2025-05-13T00:30:08.278000+00:00,2025-05-12T18:30:08.278000-06:00,2025-05-13T02:30:08.278000+02:00,3,COMPLETED,1603,Oleg Vitrovyj,1520,Tomas Regner,1,3,1520,Tomas Regner,,,2025-05-13T00:43:29.357000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,e3e628eb5c6a62b81ba4a5a31e307d5e48b9c18cf1ee74961811a8d56ae0dda7
207379,24678,Tournament A12. league 1000-1100,,2025-05-13T00:30:08.366000+00:00,2025-05-12T18:30:08.366000-06:00,2025-05-13T02:30:08.366000+02:00,3,COMPLETED,688,Erik Mares,758,Petr Macela,1,3,758,Petr Macela,,,2025-05-13T00:48:32.501000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,5b699b4863f03813fb8db7c05162f4f792d54a392ba49cfdc0e68125df8b8bf3
212179,25238,Tournament A17. league 600-700,,2025-05-13T00:30:24.414000+00:00,2025-05-12T18:30:24.414000-06:00,2025-05-13T02:30:24.414000+02:00,3,COMPLETED,897,Tibor Kolenic,1545,Yurii Holovatiuk,1,3,1545,Yurii Holovatiuk,,,2025-05-13T00:46:09.888000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,91969c9cb758370f0d2db771bd1827515bca4035429a85126e607acc17ceb578
207380,24679,Tournament A12. league 600-700,,2025-05-13T03:00:06.769000+00:00,2025-05-12T21:00:06.769000-06:00,2025-05-13T05:00:06.769000+02:00,3,COMPLETED,925,Vladimir Cermak,808,Vladimir Havlicek,3,2,925,Vladimir Cermak,,,2025-05-13T03:22:45.844000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,c4dc0ae0128aa7cf71139780cf8d187de0e1f801a8ddee9d918459d7ff74dc69
210420,25039,Tournament A14. league 300-350,,2025-05-13T03:00:08.480000+00:00,2025-05-12T21:00:08.480000-06:00,2025-05-13T05:00:08.480000+02:00,3,COMPLETED,1416,Jindrich Vrba,935,Vladimir Kubat,3,0,1416,Jindrich Vrba,,,2025-05-13T03:13:14.700000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,ead5b38bc3b58bccd9762496678e5b6a429874d5a7ec2654c0083725aaa1700b
213496,25402,Tournament A16. league 600-700,,2025-05-13T03:00:19.006000+00:00,2025-05-12T21:00:19.006000-06:00,2025-05-13T05:00:19.006000+02:00,3,COMPLETED,1305,Ondrej Pros,1098,Josef Koutnik,3,1,1305,Ondrej Pros,,,2025-05-13T03:23:33.852000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,24567631f2d6c42c0194dc020adf11cd4eb03f6ea2b6de20008d35ddd6e19f64
208696,24842,Tournament A18. league 550-600,,2025-05-13T03:00:23.522000+00:00,2025-05-12T21:00:23.522000-06:00,2025-05-13T05:00:23.522000+02:00,3,COMPLETED,1198,Vlastimil Pszczolka,1174,Petr Jochym,0,3,1174,Petr Jochym,,,2025-05-13T03:11:29.964000+00:00,SCHEDULED_START_PLUS_DURATION,2026-08-15T13:37:57.530252+00:00,2026-08-15T13:37:57.530252+00:00,911847f8bc2fa411cdf54ad354dbebf30e4bd8dd968eda8119b9cc0800b7312b,api.league-pro.com,OK,121a2d01a407732e3b246011318050f0260c3886b1efa1c703dea322e231f59a
