tournament_id,tournament_name,league_band,first_seen_at_utc,last_seen_at_utc,first_scheduled_start_utc,latest_scheduled_start_utc,source
35169,Tournament A16. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T06:00:12.938000+00:00,2026-07-12T09:30:09.690000+00:00,api.league-pro.com
35170,Tournament A17. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T06:00:16.825000+00:00,2026-07-12T09:30:13.786000+00:00,api.league-pro.com
35171,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T10:00:34.603000+00:00,2026-07-12T13:30:18.049000+00:00,api.league-pro.com
35172,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T10:00:10.388000+00:00,2026-07-12T13:30:18.068000+00:00,api.league-pro.com
35173,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T14:00:09.400000+00:00,2026-07-12T17:30:13.947000+00:00,api.league-pro.com
35174,Tournament A16. League 1000-1100,1000-1100,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-12T18:00:13.408000+00:00,2026-07-12T21:30:11.496000+00:00,api.league-pro.com
35175,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T10:01:28.499000+00:00,2026-07-12T13:30:26.497000+00:00,api.league-pro.com
35176,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T14:01:26.839000+00:00,2026-07-12T17:30:35.619000+00:00,api.league-pro.com
35177,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T18:00:11.977000+00:00,2026-07-12T21:38:33.623000+00:00,api.league-pro.com
35178,Tournament A18. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T06:00:12.624000+00:00,2026-07-12T09:30:24.730000+00:00,api.league-pro.com
35179,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T14:00:05.477000+00:00,2026-07-12T17:30:01.399000+00:00,api.league-pro.com
35180,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T18:00:10.468000+00:00,2026-07-12T21:30:42.687000+00:00,api.league-pro.com
35181,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-12T22:00:07.205000+00:00,2026-07-13T03:30:06.614000+00:00,api.league-pro.com
35182,Tournament A12. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-13T06:00:18.049000+00:00,2026-07-13T09:30:13.732000+00:00,api.league-pro.com
35183,Tournament A12. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T10:00:12.714000+00:00,2026-07-13T13:30:11.258000+00:00,api.league-pro.com
35184,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T14:00:06.132000+00:00,2026-07-13T17:30:06.782000+00:00,api.league-pro.com
35185,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T18:00:08.357000+00:00,2026-07-13T21:30:08.506000+00:00,api.league-pro.com
35186,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T22:00:30.657000+00:00,2026-07-14T03:30:08.668000+00:00,api.league-pro.com
35187,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T06:00:15.910000+00:00,2026-07-13T09:30:30.993000+00:00,api.league-pro.com
35188,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T10:00:56.444000+00:00,2026-07-13T13:30:39.264000+00:00,api.league-pro.com
35189,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T14:00:37.121000+00:00,2026-07-13T17:30:07.848000+00:00,api.league-pro.com
35190,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-13T18:00:12.037000+00:00,2026-07-13T21:30:18.602000+00:00,api.league-pro.com
35191,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T22:00:03.796000+00:00,2026-07-14T03:30:11.848000+00:00,api.league-pro.com
35192,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T06:00:14.629000+00:00,2026-07-13T09:30:43.650000+00:00,api.league-pro.com
35193,Tournament A17. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T06:00:08.331000+00:00,2026-07-13T09:32:38.597000+00:00,api.league-pro.com
35194,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T10:00:12.449000+00:00,2026-07-13T13:30:10.264000+00:00,api.league-pro.com
35195,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T14:00:07.897000+00:00,2026-07-13T17:30:24.630000+00:00,api.league-pro.com
35196,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T10:00:25.473000+00:00,2026-07-13T13:30:18.279000+00:00,api.league-pro.com
35197,Tournament A16. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T14:00:14.924000+00:00,2026-07-13T17:30:42.477000+00:00,api.league-pro.com
35198,Tournament A16. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T18:01:41.399000+00:00,2026-07-13T21:42:09.317000+00:00,api.league-pro.com
35199,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T10:00:48.691000+00:00,2026-07-13T13:30:22.166000+00:00,api.league-pro.com
35200,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-13T06:00:28.739000+00:00,2026-07-13T09:31:43.762000+00:00,api.league-pro.com
35201,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T18:00:08.793000+00:00,2026-07-13T21:30:07.462000+00:00,api.league-pro.com
35202,Tournament A17. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T22:00:10.315000+00:00,2026-07-14T03:30:22.247000+00:00,api.league-pro.com
35203,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T14:00:10.446000+00:00,2026-07-13T17:30:26.575000+00:00,api.league-pro.com
35204,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-13T18:00:14.440000+00:00,2026-07-13T21:30:12.442000+00:00,api.league-pro.com
35205,Tournament A12. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T06:00:14.640000+00:00,2026-07-14T09:32:25.676000+00:00,api.league-pro.com
35206,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T10:00:12.505000+00:00,2026-07-14T13:30:44.712000+00:00,api.league-pro.com
35207,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T14:00:07.342000+00:00,2026-07-14T17:30:06.860000+00:00,api.league-pro.com
35208,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-14T18:00:06.300000+00:00,2026-07-14T21:30:05.804000+00:00,api.league-pro.com
35209,Tournament A12. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T22:02:46.416000+00:00,2026-07-15T03:29:54.792000+00:00,api.league-pro.com
35210,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T06:00:21.167000+00:00,2026-07-14T09:30:10.397000+00:00,api.league-pro.com
35211,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T10:00:56.632000+00:00,2026-07-14T13:30:47.103000+00:00,api.league-pro.com
35212,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T14:00:06.363000+00:00,2026-07-14T17:30:08.621000+00:00,api.league-pro.com
35213,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T18:00:07.447000+00:00,2026-07-14T21:30:14.401000+00:00,api.league-pro.com
35214,Tournament A14. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T22:00:11.813000+00:00,2026-07-15T03:30:15.759000+00:00,api.league-pro.com
35215,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T06:00:17.389000+00:00,2026-07-14T09:30:11.262000+00:00,api.league-pro.com
35216,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T10:00:07.893000+00:00,2026-07-14T13:30:11.452000+00:00,api.league-pro.com
35217,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T14:00:09.157000+00:00,2026-07-14T17:30:07.864000+00:00,api.league-pro.com
35218,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T06:00:18.878000+00:00,2026-07-14T09:33:40.560000+00:00,api.league-pro.com
35219,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T10:04:01.560000+00:00,2026-07-14T13:30:09.847000+00:00,api.league-pro.com
35220,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T14:00:15.129000+00:00,2026-07-14T17:30:09.345000+00:00,api.league-pro.com
35221,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T18:01:07.330000+00:00,2026-07-14T21:30:08.870000+00:00,api.league-pro.com
35222,Tournament A16. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T18:00:10.856000+00:00,2026-07-14T21:30:09.635000+00:00,api.league-pro.com
35223,Tournament A18. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T10:00:23.537000+00:00,2026-07-14T13:30:17.930000+00:00,api.league-pro.com
35224,Tournament A18. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T14:00:18.999000+00:00,2026-07-14T17:30:27.651000+00:00,api.league-pro.com
35225,Tournament A18. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T18:00:06.339000+00:00,2026-07-14T21:30:07.901000+00:00,api.league-pro.com
35226,Tournament A18. League 350-400,350-400,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-14T06:00:37.906000+00:00,2026-07-14T09:30:19.386000+00:00,api.league-pro.com
35227,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-14T22:00:21.199000+00:00,2026-07-15T03:30:16.098000+00:00,api.league-pro.com
35228,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-15T06:00:24.291000+00:00,2026-07-15T09:30:35.123000+00:00,api.league-pro.com
35229,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T10:00:09.733000+00:00,2026-07-15T13:30:35.393000+00:00,api.league-pro.com
35230,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T14:00:47.440000+00:00,2026-07-15T17:30:33.352000+00:00,api.league-pro.com
35231,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-15T18:00:15.795000+00:00,2026-07-15T21:30:08.713000+00:00,api.league-pro.com
35232,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T22:00:10.690000+00:00,2026-07-16T03:30:06.482000+00:00,api.league-pro.com
35233,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T06:00:22.866000+00:00,2026-07-15T09:30:50.121000+00:00,api.league-pro.com
35234,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T10:00:35.162000+00:00,2026-07-15T13:30:07.145000+00:00,api.league-pro.com
35235,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T14:00:09.176000+00:00,2026-07-15T17:30:02.688000+00:00,api.league-pro.com
35236,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T18:00:12.326000+00:00,2026-07-15T21:30:09.188000+00:00,api.league-pro.com
35237,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T22:00:03.681000+00:00,2026-07-16T03:30:01.175000+00:00,api.league-pro.com
35238,Tournament A16. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T06:00:09.766000+00:00,2026-07-15T09:30:15.333000+00:00,api.league-pro.com
35239,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T10:00:11.196000+00:00,2026-07-15T13:30:31.923000+00:00,api.league-pro.com
35240,Tournament A17. League 350-400,350-400,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T06:00:28.669000+00:00,2026-07-15T09:30:17.399000+00:00,api.league-pro.com
35241,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T10:00:09.968000+00:00,2026-07-15T13:30:16.147000+00:00,api.league-pro.com
35242,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T14:00:50.561000+00:00,2026-07-15T17:30:07.718000+00:00,api.league-pro.com
35243,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T18:00:07.704000+00:00,2026-07-15T21:30:06.769000+00:00,api.league-pro.com
35244,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T22:00:07.900000+00:00,2026-07-16T03:30:02.195000+00:00,api.league-pro.com
35245,Tournament A16. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T14:00:12.202000+00:00,2026-07-15T17:46:52.086000+00:00,api.league-pro.com
35246,Tournament A16. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T18:10:42.822000+00:00,2026-07-15T21:30:10.374000+00:00,api.league-pro.com
35247,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T10:00:24.800000+00:00,2026-07-15T13:30:11.151000+00:00,api.league-pro.com
35248,Tournament A18. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T14:00:11.241000+00:00,2026-07-15T17:30:10.444000+00:00,api.league-pro.com
35249,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T18:00:08.331000+00:00,2026-07-15T21:30:08.847000+00:00,api.league-pro.com
35250,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-15T06:00:12.694000+00:00,2026-07-15T09:30:28.447000+00:00,api.league-pro.com
35251,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T06:00:08.124000+00:00,2026-07-16T09:30:11.304000+00:00,api.league-pro.com
35252,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T10:00:33.631000+00:00,2026-07-16T13:30:07.367000+00:00,api.league-pro.com
35253,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T14:00:06.442000+00:00,2026-07-16T17:30:07.450000+00:00,api.league-pro.com
35254,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T18:00:37.349000+00:00,2026-07-16T21:30:11.630000+00:00,api.league-pro.com
35255,Tournament A14. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T06:00:37.866000+00:00,2026-07-16T09:30:21.708000+00:00,api.league-pro.com
35256,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T10:00:50.422000+00:00,2026-07-16T13:30:07.019000+00:00,api.league-pro.com
35257,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T14:00:20.556000+00:00,2026-07-16T17:30:13.629000+00:00,api.league-pro.com
35258,Tournament A14. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T18:00:24.214000+00:00,2026-07-16T21:30:20.794000+00:00,api.league-pro.com
35259,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T06:00:18.980000+00:00,2026-07-16T09:30:20.736000+00:00,api.league-pro.com
35260,Tournament A16. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T06:00:09.512000+00:00,2026-07-16T09:30:41.956000+00:00,api.league-pro.com
35261,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T10:00:18.510000+00:00,2026-07-16T13:30:11.532000+00:00,api.league-pro.com
35262,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T14:00:09.211000+00:00,2026-07-16T17:30:10.134000+00:00,api.league-pro.com
35263,Tournament A16. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T18:00:06.677000+00:00,2026-07-16T21:30:11.931000+00:00,api.league-pro.com
35264,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T10:00:28.623000+00:00,2026-07-16T13:30:19.828000+00:00,api.league-pro.com
35265,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T06:00:11.651000+00:00,2026-07-16T09:30:07.729000+00:00,api.league-pro.com
35266,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T10:00:26.763000+00:00,2026-07-16T13:30:08.442000+00:00,api.league-pro.com
35267,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T14:00:15.461000+00:00,2026-07-16T17:30:11.223000+00:00,api.league-pro.com
35268,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T18:00:11.225000+00:00,2026-07-16T21:43:00.629000+00:00,api.league-pro.com
35269,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T22:00:19.148000+00:00,2026-07-17T03:30:03.647000+00:00,api.league-pro.com
35270,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T14:00:19.755000+00:00,2026-07-16T17:30:10.282000+00:00,api.league-pro.com
35271,Tournament A18. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T18:00:15.186000+00:00,2026-07-16T21:30:11.416000+00:00,api.league-pro.com
35272,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T22:00:02.921000+00:00,2026-07-17T03:30:28.305000+00:00,api.league-pro.com
35273,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-16T22:09:03.421000+00:00,2026-07-17T03:30:08.926000+00:00,api.league-pro.com
35274,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T06:00:21.681000+00:00,2026-07-17T09:30:32.480000+00:00,api.league-pro.com
35275,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T10:00:06.669000+00:00,2026-07-17T13:30:11.223000+00:00,api.league-pro.com
35276,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T14:00:07.025000+00:00,2026-07-17T17:30:06.124000+00:00,api.league-pro.com
35277,Tournament A12. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T18:01:04.262000+00:00,2026-07-17T21:30:06.416000+00:00,api.league-pro.com
35278,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T06:00:52.076000+00:00,2026-07-17T09:30:59.654000+00:00,api.league-pro.com
35279,Tournament A14. League 400-450,400-450,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-17T10:00:22.928000+00:00,2026-07-17T13:30:15.094000+00:00,api.league-pro.com
35280,Tournament A14. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T14:00:22.641000+00:00,2026-07-17T17:30:31.022000+00:00,api.league-pro.com
35281,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-17T18:01:10.932000+00:00,2026-07-17T21:30:07.455000+00:00,api.league-pro.com
35282,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T06:00:15.680000+00:00,2026-07-17T09:30:14.133000+00:00,api.league-pro.com
35283,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T06:00:13.029000+00:00,2026-07-17T09:30:08.580000+00:00,api.league-pro.com
35284,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T06:00:23.935000+00:00,2026-07-17T09:30:13.213000+00:00,api.league-pro.com
35285,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T10:00:17.331000+00:00,2026-07-17T13:30:20.096000+00:00,api.league-pro.com
35286,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T14:00:12.358000+00:00,2026-07-17T17:30:14.259000+00:00,api.league-pro.com
35287,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T18:01:22.237000+00:00,2026-07-17T21:30:21.841000+00:00,api.league-pro.com
35288,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T10:00:20.632000+00:00,2026-07-17T13:30:12.060000+00:00,api.league-pro.com
35289,Tournament A16. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T14:00:09.423000+00:00,2026-07-17T17:30:50.255000+00:00,api.league-pro.com
35290,Tournament A16. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T18:01:17.760000+00:00,2026-07-17T21:30:50.690000+00:00,api.league-pro.com
35291,Tournament A12. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T22:00:03.938000+00:00,2026-07-18T03:29:53.948000+00:00,api.league-pro.com
35292,Tournament A18. League 300-350,300-350,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T10:00:10.619000+00:00,2026-07-17T13:30:15.897000+00:00,api.league-pro.com
35293,Tournament A18. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T14:00:30.670000+00:00,2026-07-17T17:30:11.781000+00:00,api.league-pro.com
35294,Tournament A18. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T18:01:11.094000+00:00,2026-07-17T21:30:23.586000+00:00,api.league-pro.com
35295,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T22:00:02.339000+00:00,2026-07-18T03:29:59.598000+00:00,api.league-pro.com
35296,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-17T22:00:10.202000+00:00,2026-07-18T03:30:02.874000+00:00,api.league-pro.com
35297,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T06:03:44.144000+00:00,2026-07-18T09:30:12.616000+00:00,api.league-pro.com
