tournament_id,tournament_name,league_band,first_seen_at_utc,last_seen_at_utc,first_scheduled_start_utc,latest_scheduled_start_utc,source
35298,Tournament A12. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T10:00:08.850000+00:00,2026-07-18T13:30:20.342000+00:00,api.league-pro.com
35299,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T22:00:18.202000+00:00,2026-07-19T03:29:43.348000+00:00,api.league-pro.com
35300,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T14:00:08.173000+00:00,2026-07-18T17:30:06.791000+00:00,api.league-pro.com
35301,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T18:00:06.634000+00:00,2026-07-18T21:30:07.055000+00:00,api.league-pro.com
35302,Tournament A14. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T22:00:17.164000+00:00,2026-07-19T03:30:02.328000+00:00,api.league-pro.com
35303,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T06:00:49.934000+00:00,2026-07-18T09:30:33.609000+00:00,api.league-pro.com
35304,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-18T10:00:40.735000+00:00,2026-07-18T13:30:20.631000+00:00,api.league-pro.com
35305,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T14:00:10.024000+00:00,2026-07-18T17:30:06.990000+00:00,api.league-pro.com
35306,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T18:00:07.247000+00:00,2026-07-18T21:30:08.798000+00:00,api.league-pro.com
35307,Tournament A17. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T06:00:25.482000+00:00,2026-07-18T09:30:34.188000+00:00,api.league-pro.com
35308,Tournament A16. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T06:00:12.512000+00:00,2026-07-18T09:30:10.008000+00:00,api.league-pro.com
35309,Tournament A16. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-18T10:00:08.878000+00:00,2026-07-18T13:35:13.934000+00:00,api.league-pro.com
35310,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T14:00:13.418000+00:00,2026-07-18T17:30:11.741000+00:00,api.league-pro.com
35311,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T18:00:09.308000+00:00,2026-07-18T21:30:08.334000+00:00,api.league-pro.com
35312,Tournament A17. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T10:00:27.737000+00:00,2026-07-18T13:30:09.523000+00:00,api.league-pro.com
35313,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T14:00:07.569000+00:00,2026-07-18T17:30:11.383000+00:00,api.league-pro.com
35314,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-18T18:00:09.749000+00:00,2026-07-18T21:30:08.873000+00:00,api.league-pro.com
35315,Tournament A18. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T06:00:25.450000+00:00,2026-07-18T09:31:00.552000+00:00,api.league-pro.com
35316,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T22:00:07.286000+00:00,2026-07-19T03:30:06.847000+00:00,api.league-pro.com
35317,Tournament A18. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T10:00:10.976000+00:00,2026-07-18T13:30:11.116000+00:00,api.league-pro.com
35318,Tournament A18. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-18T14:00:07.933000+00:00,2026-07-18T17:30:08.733000+00:00,api.league-pro.com
35319,Tournament A18. League 350-400,350-400,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-18T18:00:06.052000+00:00,2026-07-18T21:30:06.204000+00:00,api.league-pro.com
35320,Tournament A12. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T06:00:13.460000+00:00,2026-07-19T09:30:10.189000+00:00,api.league-pro.com
35321,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T10:04:40.196000+00:00,2026-07-19T13:30:17.378000+00:00,api.league-pro.com
35322,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T14:00:06.206000+00:00,2026-07-19T17:30:06.816000+00:00,api.league-pro.com
35323,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T18:00:09.365000+00:00,2026-07-19T21:30:05.674000+00:00,api.league-pro.com
35324,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T22:00:13.719000+00:00,2026-07-20T03:30:08.939000+00:00,api.league-pro.com
35325,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T06:00:40.389000+00:00,2026-07-19T09:30:10.059000+00:00,api.league-pro.com
35326,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T10:00:07.094000+00:00,2026-07-19T13:30:07.713000+00:00,api.league-pro.com
35327,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T14:00:07.287000+00:00,2026-07-19T17:30:10.383000+00:00,api.league-pro.com
35328,Tournament A14. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T18:00:09.377000+00:00,2026-07-19T21:30:09.120000+00:00,api.league-pro.com
35329,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T22:00:24.731000+00:00,2026-07-20T03:30:09.367000+00:00,api.league-pro.com
35330,Tournament A16. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T06:00:21.909000+00:00,2026-07-19T09:30:12.909000+00:00,api.league-pro.com
35331,Tournament A17. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T06:00:08.288000+00:00,2026-07-19T09:30:11.876000+00:00,api.league-pro.com
35332,Tournament A17. League 350-400,350-400,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T10:00:30.403000+00:00,2026-07-19T13:30:20.114000+00:00,api.league-pro.com
35333,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T14:00:09.021000+00:00,2026-07-19T17:30:17.277000+00:00,api.league-pro.com
35334,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T18:00:44.734000+00:00,2026-07-19T21:30:10.185000+00:00,api.league-pro.com
35335,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-19T10:00:12.993000+00:00,2026-07-19T13:30:11.753000+00:00,api.league-pro.com
35336,Tournament A16. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T14:00:18.435000+00:00,2026-07-19T17:30:09.533000+00:00,api.league-pro.com
35337,Tournament A16. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T18:00:13.970000+00:00,2026-07-19T21:30:16.850000+00:00,api.league-pro.com
35338,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-19T10:00:11.068000+00:00,2026-07-19T13:30:14.825000+00:00,api.league-pro.com
35339,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T14:00:10.497000+00:00,2026-07-19T17:30:09.132000+00:00,api.league-pro.com
35340,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T18:00:11.822000+00:00,2026-07-19T21:30:07.386000+00:00,api.league-pro.com
35341,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T06:00:19.556000+00:00,2026-07-19T09:30:21.562000+00:00,api.league-pro.com
35342,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-19T22:02:49.088000+00:00,2026-07-20T03:30:05.084000+00:00,api.league-pro.com
35343,Tournament A12. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T06:00:08.176000+00:00,2026-07-20T09:30:06.774000+00:00,api.league-pro.com
35344,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T10:00:46.304000+00:00,2026-07-20T13:30:07.284000+00:00,api.league-pro.com
35345,Tournament A12. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T14:00:10.912000+00:00,2026-07-20T17:30:08.894000+00:00,api.league-pro.com
35346,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T18:00:09.891000+00:00,2026-07-20T21:30:06.779000+00:00,api.league-pro.com
35347,Tournament A12. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T22:00:13.529000+00:00,2026-07-21T03:31:35.451000+00:00,api.league-pro.com
35348,Tournament A14. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T06:00:07.350000+00:00,2026-07-20T09:30:06.880000+00:00,api.league-pro.com
35349,Tournament A14. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T10:00:22.239000+00:00,2026-07-20T13:30:11.044000+00:00,api.league-pro.com
35350,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T14:01:00.422000+00:00,2026-07-20T17:30:04.758000+00:00,api.league-pro.com
35351,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T18:00:09.572000+00:00,2026-07-20T21:31:20.236000+00:00,api.league-pro.com
35352,Tournament A14. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T22:00:15.485000+00:00,2026-07-21T03:30:30.755000+00:00,api.league-pro.com
35353,Tournament A16. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T06:00:09.102000+00:00,2026-07-20T10:00:09.658000+00:00,api.league-pro.com
35354,Tournament A16. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T10:19:45.459000+00:00,2026-07-20T13:30:12.725000+00:00,api.league-pro.com
35355,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T14:00:07.331000+00:00,2026-07-20T17:30:18.079000+00:00,api.league-pro.com
35356,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T18:00:04.875000+00:00,2026-07-20T21:30:08.348000+00:00,api.league-pro.com
35357,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T06:00:28.509000+00:00,2026-07-20T09:30:25.470000+00:00,api.league-pro.com
35358,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T10:00:06.576000+00:00,2026-07-20T13:30:07.969000+00:00,api.league-pro.com
35359,Tournament A18. League 300-350,300-350,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-20T10:00:12.577000+00:00,2026-07-20T13:30:09.853000+00:00,api.league-pro.com
35360,Tournament A18. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T14:00:09.189000+00:00,2026-07-20T17:30:07.590000+00:00,api.league-pro.com
35361,Tournament A18. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T18:00:10.580000+00:00,2026-07-20T21:30:10.658000+00:00,api.league-pro.com
35362,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T06:00:31.340000+00:00,2026-07-20T09:33:20.858000+00:00,api.league-pro.com
35363,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T14:00:09.677000+00:00,2026-07-20T17:30:11.160000+00:00,api.league-pro.com
35364,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T18:05:15.864000+00:00,2026-07-20T21:30:12.442000+00:00,api.league-pro.com
35365,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-20T22:00:03.724000+00:00,2026-07-21T03:30:02.711000+00:00,api.league-pro.com
35366,Tournament A12. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T06:00:29.810000+00:00,2026-07-21T09:30:18.100000+00:00,api.league-pro.com
35367,Tournament A12. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T10:00:27.256000+00:00,2026-07-21T13:30:10.699000+00:00,api.league-pro.com
35368,Tournament A12. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T14:00:06.787000+00:00,2026-07-21T17:30:07.018000+00:00,api.league-pro.com
35369,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T18:00:07.767000+00:00,2026-07-21T21:30:09.658000+00:00,api.league-pro.com
35370,Tournament A14. League 300-350,300-350,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T06:00:29.738000+00:00,2026-07-21T09:31:05.265000+00:00,api.league-pro.com
35371,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T10:00:35.984000+00:00,2026-07-21T13:30:35.529000+00:00,api.league-pro.com
35372,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T14:00:06.794000+00:00,2026-07-21T17:30:37.022000+00:00,api.league-pro.com
35373,Tournament A14. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T18:00:18.429000+00:00,2026-07-21T21:30:38.428000+00:00,api.league-pro.com
35374,Tournament A16. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T06:00:37.501000+00:00,2026-07-21T09:30:29.980000+00:00,api.league-pro.com
35375,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T10:02:16.365000+00:00,2026-07-21T13:30:13.491000+00:00,api.league-pro.com
35376,Tournament A16. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T14:00:15.917000+00:00,2026-07-21T17:30:18.339000+00:00,api.league-pro.com
35377,Tournament A16. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T18:00:10.864000+00:00,2026-07-21T21:30:08.456000+00:00,api.league-pro.com
35378,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T10:09:04.076000+00:00,2026-07-21T13:30:08.738000+00:00,api.league-pro.com
35379,Tournament A18. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T14:00:09.878000+00:00,2026-07-21T17:30:10.432000+00:00,api.league-pro.com
35380,Tournament A18. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T06:00:10.691000+00:00,2026-07-21T09:40:07.682000+00:00,api.league-pro.com
35381,Tournament A17. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T06:00:19.395000+00:00,2026-07-21T09:30:09.173000+00:00,api.league-pro.com
35382,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T10:00:07.687000+00:00,2026-07-21T13:30:12.904000+00:00,api.league-pro.com
35383,Tournament A17. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T14:00:15.757000+00:00,2026-07-21T17:30:16.202000+00:00,api.league-pro.com
35384,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T18:00:18.680000+00:00,2026-07-21T21:30:19.919000+00:00,api.league-pro.com
35385,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T22:00:03.348000+00:00,2026-07-22T03:30:08.666000+00:00,api.league-pro.com
35386,Tournament A18. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T18:00:12.793000+00:00,2026-07-21T21:30:09.312000+00:00,api.league-pro.com
35387,Tournament A14. League 450-500,450-500,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T22:00:39.299000+00:00,2026-07-22T03:30:06.806000+00:00,api.league-pro.com
35388,Tournament A17. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-22T05:40:48+00:00,2026-07-21T22:00:32.035000+00:00,2026-07-22T03:30:36.383000+00:00,api.league-pro.com
35389,Tournament A12. League 300-350,300-350,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T06:00:17.115000+00:00,2026-07-22T09:40:43.302000+00:00,api.league-pro.com
35390,Tournament A12. League 300-350,300-350,2026-07-22T05:40:48.224981+00:00,2026-07-24T17:40:01.379199+00:00,2026-07-22T10:00:24.326000+00:00,2026-07-22T13:30:06.281000+00:00,api.league-pro.com
35391,Tournament A12. League 500-550,500-550,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T14:00:06.392000+00:00,2026-07-22T17:30:06.163000+00:00,api.league-pro.com
35392,Tournament A12. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T18:00:07.085000+00:00,2026-07-22T21:30:07.062000+00:00,api.league-pro.com
35393,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T06:00:19.429000+00:00,2026-07-22T09:30:16.349000+00:00,api.league-pro.com
35394,Tournament A14. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T10:00:08.387000+00:00,2026-07-22T13:30:24.605000+00:00,api.league-pro.com
35395,Tournament A14. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T14:00:35.425000+00:00,2026-07-22T17:30:06.386000+00:00,api.league-pro.com
35396,Tournament A14. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T18:00:16.236000+00:00,2026-07-22T21:00:00+00:00,api.league-pro.com
35397,Tournament A16. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T06:00:08.523000+00:00,2026-07-22T09:30:08.878000+00:00,api.league-pro.com
35398,Tournament A16. League 700-800,700-800,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T10:00:13.293000+00:00,2026-07-22T13:30:12.989000+00:00,api.league-pro.com
35399,Tournament A16. League 900-1000,900-1000,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T14:00:13.565000+00:00,2026-07-22T17:30:09.958000+00:00,api.league-pro.com
35400,Tournament A16. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T18:00:07.589000+00:00,2026-07-22T21:30:08.084000+00:00,api.league-pro.com
35401,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T10:00:09.907000+00:00,2026-07-22T13:30:13.956000+00:00,api.league-pro.com
35402,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T14:00:07.363000+00:00,2026-07-22T17:30:09.229000+00:00,api.league-pro.com
35403,Tournament A18. League 1000-1100,1000-1100,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T06:00:17.264000+00:00,2026-07-22T09:30:11.657000+00:00,api.league-pro.com
35404,Tournament A17. League 400-450,400-450,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T06:00:15.011000+00:00,2026-07-22T09:30:10.329000+00:00,api.league-pro.com
35405,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T10:00:11.296000+00:00,2026-07-22T13:30:14.716000+00:00,api.league-pro.com
35406,Tournament A17. League 800-900,800-900,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T14:00:30.731000+00:00,2026-07-22T17:30:14.045000+00:00,api.league-pro.com
35407,Tournament A17. League 550-600,550-600,2026-07-22T05:40:48.224981+00:00,2026-07-24T17:40:01.379199+00:00,2026-07-22T18:00:08.966000+00:00,2026-07-22T21:30:42.823000+00:00,api.league-pro.com
35408,Tournament A12. League 800-900,800-900,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T22:00:13.389000+00:00,2026-07-23T03:30:12.488000+00:00,api.league-pro.com
35409,Tournament A18. League 600-700,600-700,2026-07-22T05:40:48.224981+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T18:00:19.267000+00:00,2026-07-22T21:30:28.248000+00:00,api.league-pro.com
35410,Tournament A14. League 700-800,700-800,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T22:00:24.910000+00:00,2026-07-23T03:30:10.785000+00:00,api.league-pro.com
35411,Tournament A17. League 550-600,550-600,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-22T22:01:08.382000+00:00,2026-07-23T03:30:11.735000+00:00,api.league-pro.com
35412,Tournament A12. League 800-900,800-900,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T06:00:06.349000+00:00,2026-07-23T09:30:05.910000+00:00,api.league-pro.com
35413,Tournament A12. League 700-800,700-800,2026-07-24T12:33:17.461110+00:00,2026-07-27T05:42:01.760540+00:00,2026-07-23T10:00:13.114000+00:00,2026-07-23T13:32:18.656000+00:00,api.league-pro.com
35414,Tournament A12. League 900-1000,900-1000,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T14:00:15.660000+00:00,2026-07-23T17:30:09.920000+00:00,api.league-pro.com
35415,Tournament A12. League 700-800,700-800,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T18:00:12.236000+00:00,2026-07-23T21:30:07.593000+00:00,api.league-pro.com
35416,Tournament A14. League 900-1000,900-1000,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T06:00:20.036000+00:00,2026-07-23T09:30:34.100000+00:00,api.league-pro.com
35417,Tournament A14. League 500-550,500-550,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T10:00:28.275000+00:00,2026-07-23T13:30:29.094000+00:00,api.league-pro.com
35418,Tournament A14. League 500-550,500-550,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T14:00:10.439000+00:00,2026-07-23T17:30:10.377000+00:00,api.league-pro.com
35419,Tournament A14. League 500-550,500-550,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T18:00:14.814000+00:00,2026-07-23T21:30:12.539000+00:00,api.league-pro.com
35420,Tournament A16. League 1000-1100,1000-1100,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T06:00:07.599000+00:00,2026-07-23T09:30:09.670000+00:00,api.league-pro.com
35421,Tournament A16. League 1000-1100,1000-1100,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T10:00:31.209000+00:00,2026-07-23T14:33:04.039000+00:00,api.league-pro.com
35422,Tournament A16. League 1000-1100,1000-1100,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T14:50:55.362000+00:00,2026-07-23T17:30:10.820000+00:00,api.league-pro.com
35423,Tournament A16. League 550-600,550-600,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T18:00:15.446000+00:00,2026-07-23T21:30:36.141000+00:00,api.league-pro.com
35424,Tournament A18. League 800-900,800-900,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T10:07:11.918000+00:00,2026-07-23T14:39:22.190000+00:00,api.league-pro.com
35425,Tournament A18. League 800-900,800-900,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T15:01:31.275000+00:00,2026-07-23T17:30:08.185000+00:00,api.league-pro.com
35426,Tournament A18. League 500-550,500-550,2026-07-24T12:33:17.461110+00:00,2026-07-24T12:33:17.461110+00:00,2026-07-23T06:00:10.752000+00:00,2026-07-23T09:35:58.822000+00:00,api.league-pro.com
